,afterDays,afterUserComment,anonymousFlag,content,creationTime,days,excellent,firstCategory,guid,id,integral,isMobile,isReplyGrade,isTop,mobileVersion,nickname,officialsStatus,orderId,plusAvailable,productColor,productSales,productSize,recommend,referenceId,referenceImage,referenceName,referenceTime,referenceType,referenceTypeId,replies,replyCount,replyCount2,score,secondCategory,status,thirdCategory,title,topped,usefulVoteCount,uselessVoteCount,userClient,userClientShow,userImage,userImageUrl,userImgFlag,userLevelColor,userLevelId,userLevelName,userProvince,vcontent,viewCount
10,0,,1,东西很好京东大品牌值得信赖物流很快用起来方便就是一个字好,2018-12-05 21:22:59,8,False,9192,90803af2-e1fe-4962-bba9-2fee9128fec4,12224266728,-20,True,False,False,7.2.6,8***1,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2018-11-27 14:30:11,Product,0,,0,0,5,9196,1,1502,,0,1,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/38313433363237322d34363733363131333936363933343038373430_sma.jpg,storage.360buyimg.com/i.imageUpload/38313433363237322d34363733363131333936363933343038373430_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
11,0,,1,一直买001，很好用。非常薄,2018-11-27 13:01:01,23,False,9192,02f331b4-09d7-4f0a-b03e-8949c223ddbd,12192525620,-20,True,False,False,7.2.4,1***2,0,0,203,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2018-11-04 19:51:40,Product,0,,0,0,5,9196,1,1502,,0,1,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/31333931303137313635325f7031353435313432353733353531_sma.jpg,storage.360buyimg.com/i.imageUpload/31333931303137313635325f7031353435313432353733353531_sma.jpg,1,#666666,61,银牌会员,,,0
12,0,,1,很好，这款很薄,2019-09-17 16:04:31,2,False,9192,22a8eb77-9283-4f80-9e88-be6e8c5ce997,13234777880,0,True,False,False,8.2.4,蜘***客,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-15 11:04:28,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
13,0,,1,很薄自带润滑，有感觉的。,2019-09-17 18:31:13,10,False,9192,9f8437ce-b78b-4703-947e-c1ecaf469663,13235300655,-20,True,False,False,8.2.4,j***z,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-07 23:23:38,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
14,0,,1,跟日本买的一样，真的比其他的好太多，价格高一点,2019-09-14 17:14:02,35,False,9192,3b7e75d7-c7b2-42d9-ab34-c18511a1c8d9,13223925322,-20,True,False,False,8.2.0,s***3,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-10 08:13:02,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
15,0,,1,"第一印象非常的好, 包装简便易拿取",2019-09-13 22:42:36,1,False,9192,be71f3ed-ac04-4e47-aaa1-5994fd081067,13221578147,-20,True,False,False,7.5.0,太***8,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-12 20:40:22,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,56,PLUS会员,,,0
16,0,,1,用起来很舒适很润，比杜蕾斯好很多,2019-09-08 20:29:08,2,False,9192,fd97bec6-6dba-4100-abd1-fd5d8b1c6393,13203317778,-20,True,False,False,7.3.6,Z***D,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-06 14:56:45,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,storage.360buyimg.com/i.imageUpload/31333934303132393238395f7031343138303436373835383734_sma.jpg,storage.360buyimg.com/i.imageUpload/31333934303132393238395f7031343138303436373835383734_sma.jpg,1,#e1a10a,61,PLUS会员,,,0
17,0,,1,好评，东西和物流都非常棒,2019-09-07 18:43:58,1,False,9192,f0fb4c05-4d80-4e2e-abe4-b15581aedb11,13199478874,-20,True,False,False,8.2.2,1***p,0,0,201,002-奇迹薄-6只装,[],,True,2885118,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-06 21:39:51,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,62,PLUS会员,,,0
18,0,,1,第一次用，很舒服,2019-09-06 15:29:50,10,False,9192,b9dbe7da-63ba-4531-8757-d818d653c21e,13195467926,0,True,False,False,8.2.4,啦***心,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-27 00:59:09,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/73777566655f77647231353231373235313534343936_sma.jpg,storage.360buyimg.com/i.imageUpload/73777566655f77647231353231373235313534343936_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
19,0,,1,很好用，京东值得拥有，很好，第很多次买了,2019-09-05 17:42:26,10,False,9192,8d835047-9a30-451b-8335-e1c111702527,13192446417,-10,True,False,False,8.2.2,j***l,0,0,201,002-奇迹薄-2只装,[],,True,4383808,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-26 23:57:20,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
20,0,,1,超喜欢超满意  配送快,2019-09-04 12:07:49,1,False,9192,9b2a3dfc-f721-4ddf-9781-6ce25c8c564e,13187758260,-20,True,False,False,7.0.10,j***k,0,0,0,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-03 14:40:21,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#666666,56,铜牌会员,,,0
21,0,,1,很薄很有感觉。,2019-09-04 14:25:58,3,False,9192,fdc22b24-7a85-4af3-bf03-b1591a3c940f,13188253178,0,True,False,False,8.2.2,j***z,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-09-01 23:35:53,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
22,0,,1,太好了，第一次尝试这么高级的，完全无味道,2019-09-04 14:58:38,54,False,9192,e96a73aa-22b1-4370-83cf-6b28c6b9f31b,13188368943,-20,True,False,False,7.4.6,j***3,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-12 00:02:23,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
23,0,,1,完美，没有任何味道，非常薄,2019-09-04 14:55:44,19,False,9192,954b8999-0d68-4338-992f-59a8c6551ed5,13188358538,-20,True,False,False,7.4.6,j***3,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-16 00:45:56,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
24,0,,1,到货很快，包装很好，送货员服务态度很好！,2019-09-03 11:29:24,11,False,9192,6fc3711c-d941-4d87-be76-ed4f4812604b,13184049104,-20,True,False,False,8.2.2,S***S,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-23 00:22:06,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
25,0,,1,确实很薄，而且润滑不是特别好,2018-06-27 13:12:35,6,False,9192,5c10ac2e-f129-49cd-b90d-f3b3648de52f,11647104686,-20,True,False,False,7.0.8,o***o,0,0,201,相模001,[],标准码,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2018-06-21 11:08:20,Product,0,,0,0,5,9196,1,1502,,0,1,0,4,来自京东Android客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,105,PLUS会员,,,0
26,0,,1,商品挺好的包装也很好,2019-09-01 09:20:43,49,False,9192,a1d1a0b3-9eae-4432-b3ed-a1b582eda076,13176409245,-20,True,False,False,8.2.2,j***9,0,0,103,002-奇迹薄-6只装,[],,True,2885118,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-14 23:42:06,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#666666,56,铜牌会员,,,0
27,0,,1,感觉好像不存在一样，配上润滑油效果非常好。,2019-08-30 22:41:28,35,False,9192,6a9273a5-d287-4265-a6fb-52ac15212d19,13172454663,-20,True,False,False,8.2.2,我***2,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-26 16:38:56,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,62,PLUS会员,,,0
28,0,,1,非常的不错 推荐够买的,2019-08-29 22:40:35,31,False,9192,ed3cce55-8076-4d28-aa92-16e93763d39e,13169108260,-20,True,False,False,8.2.2,A***E,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-29 01:04:54,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/31333932313438393939395f7031353630323731383238303437_sma.jpg,storage.360buyimg.com/i.imageUpload/31333932313438393939395f7031353630323731383238303437_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
29,0,,1,很薄，老婆说很有感觉！,2019-08-28 09:12:23,4,False,9192,f2c2171e-e119-4c00-9dfe-eda1fc88132a,13162874988,-20,True,False,False,8.2.2,j***m,0,0,103,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-24 08:30:46,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/6a645f3531303331633331396437376531343838303132333837363133_sma.jpg,storage.360buyimg.com/i.imageUpload/6a645f3531303331633331396437376531343838303132333837363133_sma.jpg,1,#666666,62,金牌会员,,,0
30,0,,1,很好很棒，很喜欢,2019-08-28 23:26:50,1,False,9192,bdd991df-dd17-4fe5-ac04-a578c1682e5d,13165781917,0,True,False,False,8.2.2,4***3,3,0,201,002-拉拉宝 -6只装,[],,True,6745770,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-27 00:44:35,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#e1a10a,62,PLUS会员,,,0
31,0,,1,还没机会用，试了一个很贴合，感觉会很不错。自带润滑,2019-08-27 15:57:12,7,False,9192,2ea8d93c-d492-47e4-b95e-17e9be9b22c5,13160901242,-20,True,False,False,8.2.2,八***饼,0,0,101,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-20 14:23:15,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,storage.360buyimg.com/i.imageUpload/31333530313639313330335f7031343731323535373631333039_sma.jpg,storage.360buyimg.com/i.imageUpload/31333530313639313330335f7031343731323535373631333039_sma.jpg,1,#e1a10a,61,PLUS会员[试用],,,0
32,0,,1,怎么说呢？非常不错 ，不赖 ，挺好的,2019-08-27 15:06:51,46,False,9192,0efd7f54-f81d-484d-812e-2b4737d3d934,13160718715,-10,True,False,False,8.2.2,C***5,1,0,201,002-奇迹薄（大码装)-4只装,[],,True,2782301,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-12 11:35:33,Product,0,,0,0,5,9196,1,1502,,0,0,0,4,来自京东Android客户端,storage.360buyimg.com/i.imageUpload/3238393230323833362d393138373931323031343134393431363333343337_sma.jpg,storage.360buyimg.com/i.imageUpload/3238393230323833362d393138373931323031343134393431363333343337_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
33,0,,1,商品已经收到了！看起来很不错哦&hellip;&hellip;,2019-08-21 09:45:04,41,False,9192,dbd2272b-b976-4c9e-b1b3-2a6a2bd74d53,13139481144,-20,False,False,False,,c***6,0,0,0,002-拉拉宝 -6只装,[],,True,6745770,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-07-11 08:56:53,Product,0,,0,0,5,9196,1,1502,,0,0,0,0,,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,misc.360buyimg.com/user/myjd-2015/css/i/peisong.jpg,0,#666666,105,钻石会员,,,0
34,0,,1,一如既往的好，价格很不错！,2019-08-21 10:17:55,19,False,9192,7c54d5c1-e4dc-4a87-85bb-e9ce6d237b01,13139615149,-20,True,False,False,8.2.0,y***3,0,0,201,001-超薄款-5只装,[],,True,7475048,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-02 12:22:32,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,storage.360buyimg.com/i.imageUpload/79616c6533333331353130313135363437383435_sma.jpg,storage.360buyimg.com/i.imageUpload/79616c6533333331353130313135363437383435_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
35,0,,1,我只想说，这是迄今为止使用过最好的一块，没有之一，最好自己也试试,2019-08-19 14:54:22,8,False,9192,eb283247-a206-414c-94cb-6b65586866d6,13133609025,-10,True,False,False,8.2.0,无***丶,0,0,201,002-奇迹薄-2只装,[],,True,4383808,jfs/t18928/91/2678814711/113076/52f713a8/5b0695b1N0e73c1cd.jpg,相模sagami超薄避孕套0.01mm5只装 聚氨酯套套男用情趣5只装,2019-08-11 09:11:00,Product,0,,0,0,5,9196,1,1502,,0,0,0,2,来自京东iPhone客户端,storage.360buyimg.com/i.imageUpload/31333731383430323937305f7031343634313331363138393138_sma.jpg,storage.360buyimg.com/i.imageUpload/31333731383430323937305f7031343634313331363138393138_sma.jpg,1,#e1a10a,105,PLUS会员,,,0
