"","指数代码","名称","最新价","涨跌额","涨跌幅","振幅","成交量","成交额","昨收","今开","最高","最低","5分钟涨跌"
"657","395003","中小板","-","-","-","-","56340964","69793779712","649.00","-","-","-","-"
"658","395004","创业板","-","-","-","-","37180310","56646284800","281.00","-","-","-","-"
"659","395001","主板A股","-","-","-","-","40646988","41154982912","454.00","-","-","-","-"
"660","395032","债券回购","-","-","-","-","3253301","32533012992","9.00","-","-","-","-"
"661","395012","ＬＯＦｓ","-","-","-","-","9855204","875828112","78.00","-","-","-","-"
"662","395013","ＥＴＦｓ","-","-","-","-","22294168","3741804576","14.00","-","-","-","-"
"663","395022","企业债","-","-","-","-","-","-","102.00","-","-","-","-"
"664","395002","主板B股","-","-","-","-","345677","182732754","53.00","-","-","-","-"
"665","395014","分级基金","-","-","-","-","-","-","0.00","-","-","-","-"
"666","395024","公司债","-","-","-","-","-","-","0.00","-","-","-","-"
"667","395021","可转债","-","-","-","-","176381","2212754688","6.00","-","-","-","-"
"668","395005","存托凭证","-","-","-","-","-","-","0.00","-","-","-","-"
"669","395041","股票权证","-","-","-","-","-","-","0.00","-","-","-","-"
"670","395011","封闭基金","-","-","-","-","160","1418139","59.00","-","-","-","-"
"671","395031","国债","-","-","-","-","9760","98129070","212.00","-","-","-","-"
